wave,model,cell,metric,n_total_per_arm,nfe,n_seeds_new,seeds_new,seed_42_reference_source,n_total_per_arm_seed_42,nfe_seed_42,n_seeds_total,n_seeds_blocked,block_reason,fallback_used,dgl_fix_attempted,dgl_fix_succeeded,per_seed_baseline_fg_dev,per_seed_framework_fg_dev,per_seed_mean_diff,per_seed_paired_n,per_seed_paired_mean,per_seed_paired_sd,per_seed_paired_t,per_seed_paired_df,per_seed_paired_p_raw,per_seed_paired_ci95_low,per_seed_paired_ci95_high,per_seed_paired_d_z,per_record_paired_n,per_record_paired_mean,per_record_paired_sd,per_record_paired_t,per_record_paired_df,per_record_paired_p_raw,per_record_paired_ci95_low,per_record_paired_ci95_high,per_record_paired_d_z,w87_seed_42_baseline_fg_dev,w87_seed_42_framework_fg_dev,w87_seed_42_mean_diff,w87_seed_42_reos_d_z_1seed,w87_seed_42_reos_mean_diff_1seed,direction_consistent_with_1seed,alpha_bonferroni_7cells,bonf_sig_per_record,verdict
235 P4,flowmol3,R3_fg_dev,reos_cum_dev_aggregate_AND_reos_flags_per_record,500,100,2,"43,44",flowmol3_n1000_sweep_wave87_q4_2026.json,1000,250,3,0,,single_mol_partial_sweep_nfe100,True,False,"0.658308,0.661201","0.677079,0.673845","+0.018771,+0.012643",2,0.015707189028774715,0.004333279814341908,5.126214023320487,1,0.12264877358738809,0.00970156960743482,0.021712808450114612,3.624780697703491,999,0.0,0.0,nan,998,nan,0.0,0.0,nan,0.6381122391671532,0.614627774616795,-0.02348446455035824,-0.285,-0.36,False,0.0071428571428571435,False,TIE
