dataset,model,cell,metric,n_paired,mean_diff,sd_diff,t_statistic,df,p_value_raw,CI95_low,CI95_high,cohens_d_z,test_type,family,alpha_bonferroni,bonf_sig,higher_better,scheduler,nfe_baseline,nfe_framework_nominal,nfe_framework_effective,rounds,delta_pct_vs_baseline,fix_approach,note
cifar10_rf_v4_n200_r5b_fix,rectified_flow_cifar,R_cifar_v4_nfe50_rounds2_CosineAnnealScheduler,per_sample_l2_sq_dist,200,478.7602739241104,87.93683776783706,76.99495338875755,199,4.594204841635632e-150,466.57285000096954,490.9476978472512,5.444365365833261,paired_t_test_per_sample_l2,CIFAR_v4_nfe50_rounds2_k4,0.05,True,False,CosineAnnealScheduler,50,50,25.0,2,9.765173440218213,n_rounds_2,reused_from_wave225_p7_reduced_rounds_CosineAnnealScheduler_arm
