dataset,metric,tier,n_records,mean_diff,sd_diff,t_statistic,df,p_value_raw,cohens_d_z,verdict
lineageflow_n1000,plddt_mean,hard,191,18.95527674380806,10.300674197834796,25.432037896893945,190,4.4704815536392766e-63,1.8401976783026943,SUPPORTED
lineageflow_n1000,sc_perplexity,hard,191,-3.074881529629101,3.069240686166583,-13.845674731137764,190,1.339739780929264e-30,-1.0018378628590263,SUPPORTED
lineageflow_n1000,plddt_mean,medium,192,9.624770379242968,9.860445184494438,13.525224061280573,191,1.124120147201549e-29,0.9760989690787928,SUPPORTED
lineageflow_n1000,sc_perplexity,medium,192,-3.773018908357343,3.6395333490560646,-14.364611768457378,191,3.30793090727882e-32,-1.0366765589154168,SUPPORTED
lineageflow_n1000,plddt_mean,easy,191,-7.032896952669206,11.929780338944965,-8.14738971693948,190,4.8614829586683374e-14,-0.5895244298598019,REGRESSES
lineageflow_n1000,sc_perplexity,easy,191,-4.296250894954525,4.114451746740992,-14.430930856610646,190,2.3299466464217725e-32,-1.0441855098574275,SUPPORTED
