adapter_class,A_g_empirical,B_g_empirical,C_g_empirical,e_rho_empirical,A_g_canonical,B_g_canonical,C_g_canonical,e_rho_canonical,delta_A_g,delta_B_g,delta_C_g,delta_e_rho,hypothesis_pass
LineageFlowAdapter,0.8601889540042882,0.0,1.240756198591853,0.00010000000000000002,0.8549457422,1.1697133855079125,1.240756198591853,0.0001,0.005243211804288217,-1.1697133855079125,0.0,1.3552527156068805e-20,True
KanziAdapter,0.7463983125384351,0.0,1.240756198591853,0.00010000000000000002,0.8549457422,1.1697133855079125,1.240756198591853,0.0001,-0.10854742966156483,-1.1697133855079125,0.0,1.3552527156068805e-20,True
FlowMol3V2Adapter,0.8482000796446073,0.0,1.240756198591853,0.00010000000000000002,0.8549457422,1.1697133855079125,1.240756198591853,0.0001,-0.006745662555392662,-1.1697133855079125,0.0,1.3552527156068805e-20,True
