round_index,n_cap,w2,selection_ratio,n_endpoints
0,1.0,0.08280825707435335,0.8340365919660238,1000
1,0.9999646674370866,0.07448505514709193,0.8335557259614372,1000
2,0.999687597625742,0.061422307999498924,0.8286929212444726,1000
3,0.9992232797423525,0.0658495790281976,0.8295215445398727,1000
4,0.999999999,0.0704152248495498,0.8281415237919665,1000
