round_index,n_cap,w2,selection_ratio,n_endpoints
0,1.0,0.09624103558894867,0.8344694298716391,1000
1,0.8535533905932737,0.06994924582903612,0.8281213501960548,1000
2,0.5,0.07401223409914118,0.8274765594912685,1000
3,0.14644660940672627,0.07625911727522311,0.8285582910582631,1000
4,0.0,0.06409909412872448,0.8312367358754418,1000
