round_index,n_cap,w2,selection_ratio,n_endpoints
0,1.0,0.07506149444452649,0.8339959811537071,1000
1,0.8535533905932737,0.06845474141565643,0.8287201337110636,1000
2,0.5,0.06577726227069564,0.828762032004028,1000
3,0.14644660940672627,0.08568140846618343,0.8288108181428417,1000
4,0.0,0.0595996727152212,0.8294843165360976,1000
