round_index,n_cap,w2,selection_ratio,n_endpoints
0,1.0,0.06940248197356587,0.8340944230713898,1000
1,0.8535533905932737,0.09889778002976768,0.8273266156655285,1000
2,0.5,0.07059706636961466,0.831763283985303,1000
3,0.14644660940672627,0.09422303237614026,0.8284740222638576,1000
4,0.0,0.07380485920906127,0.8283723952309261,1000
