round_index,n_cap,w2,selection_ratio,n_endpoints
0,1.0,0.07570553489665839,0.8345731653535844,1000
1,0.9999646674370866,0.10145261134256169,0.8344694298716391,1000
2,0.999687597625742,0.06286480213912253,0.8287008363613022,1000
3,0.9992232797423525,0.07864661702407812,0.8288507997687148,1000
4,0.999999999,0.07148203757886328,0.8290424980640553,1000
