round_index,n_cap,w2,selection_ratio,n_endpoints
0,1.0,0.08712520558211279,0.834150647670999,1000
1,0.9999646674370866,0.08513965688253292,0.8334864280944824,1000
2,0.999687597625742,0.06403999523732508,0.829068209771893,1000
3,0.9992232797423525,0.066660939021969,0.8300230799428956,1000
4,0.999999999,0.0656566390413977,0.8285139588840356,1000
