round_index,n_cap,w2,selection_ratio,n_endpoints
0,1.0,0.08062506010886487,0.8340427728355598,1000
1,0.9999646674370866,0.08725691283108898,0.83387807050238,1000
2,0.999687597625742,0.061915286616583305,0.828470414292712,1000
3,0.9992232797423525,0.05837519698472983,0.8298699123776541,1000
4,0.999999999,0.06603413598877632,0.8286767164483516,1000
