round_index,n_cap,w2,selection_ratio,n_endpoints
0,1.0,0.08470420448501585,0.8343555374241536,1000
1,0.9999646674370866,0.10777704085049644,0.8343635643849376,1000
2,0.999687597625742,0.08236099311077558,0.8280525719244317,1000
3,0.9992232797423525,0.07019026475840233,0.8288989410918957,1000
4,0.999999999,0.07512262317856334,0.828690024360017,1000
