round_index,n_cap,w2,selection_ratio,n_endpoints
0,1.0,0.07570553489665839,0.8345731653535844,1000
1,0.8535533905932737,0.07637262886014891,0.8282300255586706,1000
2,0.5,0.07917003243099328,0.8315246031167473,1000
3,0.14644660940672627,0.06697573068015318,0.8296726511605567,1000
4,0.0,0.07792680054685382,0.8287078524083072,1000
