round_index,n_cap,w2,selection_ratio,n_endpoints
0,1.0,0.08019776502135953,0.8342773326921091,1000
1,0.9999646674370866,0.08537983422981359,0.8341928067944478,1000
2,0.999687597625742,0.06669128063531551,0.8286415772741221,1000
3,0.9992232797423525,0.05415798373410303,0.8295911932859307,1000
4,0.999999999,0.059860468020685495,0.828720455675981,1000
