round_index,n_cap,w2,selection_ratio,n_endpoints
0,1.0,0.06018614457332666,0.8339055395744371,1000
1,0.8535533905932737,0.0786829249420498,0.8286203072191307,1000
2,0.5,0.07895896875510196,0.8289488264361589,1000
3,0.14644660940672627,0.11138927539107282,0.8279705975610915,1000
4,0.0,0.0951838258744235,0.8294261900820449,1000
