round_index,n_cap,w2,selection_ratio,n_endpoints
0,1.0,0.08470420448501585,0.8343555374241536,1000
1,0.8535533905932737,0.08527629039281755,0.8276127275835595,1000
2,0.5,0.08408786388776049,0.83169784950352,1000
3,0.14644660940672627,0.07671964747186767,0.8288293218911474,1000
4,0.0,0.06083689785335636,0.8285341927915776,1000
